Name," Url"
30. Joe’s Shanghai,https://www.yelp.com/biz/joes-shanghai-new-york-2?osq=Restaurants
31. Friedman’s,https://www.yelp.com/biz/friedmans-new-york-71?osq=Restaurants
32. Los Tacos No.1,https://www.yelp.com/biz/los-tacos-no-1-new-york-3?osq=Restaurants
33. The Binc,https://www.yelp.com/biz/the-binc-brooklyn?osq=Restaurants
34. Tonchin,https://www.yelp.com/biz/tonchin-new-york-5?osq=Restaurants
35. Dutch Freds,https://www.yelp.com/biz/dutch-freds-new-york-2?osq=Restaurants
36. Sunday In Brooklyn,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-7?osq=Restaurants
37. Very Fresh Noodles,https://www.yelp.com/biz/very-fresh-noodles-new-york?osq=Restaurants
38. AlMar,https://www.yelp.com/biz/almar-brooklyn-2?osq=Restaurants
39. Westville,https://www.yelp.com/biz/westville-brooklyn?osq=Restaurants
40. Malibu Farm,https://www.yelp.com/biz/malibu-farm-new-york-6?osq=Restaurants
41. The Four Horsemen,https://www.yelp.com/biz/the-four-horsemen-brooklyn?osq=Restaurants
42. Joe’s Home of Soup Dumplings,https://www.yelp.com/biz/joes-home-of-soup-dumplings-new-york?osq=Restaurants
43. Win Son,https://www.yelp.com/biz/win-son-brooklyn-4?osq=Restaurants
44. CHILI,https://www.yelp.com/biz/chili-new-york?osq=Restaurants
45. Golden Diner,https://www.yelp.com/biz/golden-diner-new-york-2?osq=Restaurants
46. Red Onion,https://www.yelp.com/biz/red-onion-new-york-2?osq=Restaurants
47. The Independent,https://www.yelp.com/biz/the-independent-new-york-3?osq=Restaurants
48. JeJu Noodle Bar,https://www.yelp.com/biz/jeju-noodle-bar-new-york?osq=Restaurants
49. Antidote,https://www.yelp.com/biz/antidote-brooklyn-2?osq=Restaurants
50. Parker & Quinn,https://www.yelp.com/biz/parker-and-quinn-new-york?osq=Restaurants
51. Pranakhon Thai Restaurant,https://www.yelp.com/biz/pranakhon-thai-restaurant-new-york-2?osq=Restaurants
52. Falansai,https://www.yelp.com/biz/falansai-brooklyn-2?osq=Restaurants
53. Salma,https://www.yelp.com/biz/salma-new-york?osq=Restaurants
54. High Lúa Vietnamese Kitchen,https://www.yelp.com/biz/high-l%C3%BAa-vietnamese-kitchen-brooklyn?osq=Restaurants
55. Shuka,https://www.yelp.com/biz/shuka-new-york-3?osq=Restaurants
56. La Parisienne,https://www.yelp.com/biz/la-parisienne-new-york-5?osq=Restaurants
57. Izakaya Fuku,https://www.yelp.com/biz/izakaya-fuku-jackson-heights?osq=Restaurants
58. Tradisyon,https://www.yelp.com/biz/tradisyon-new-york-2?osq=Restaurants
59. Bayon,https://www.yelp.com/biz/bayon-new-york?osq=Restaurants
60. Tuk Tuk,https://www.yelp.com/biz/tuk-tuk-long-island-city?osq=Restaurants
61. Seamore’s Dumbo,https://www.yelp.com/biz/seamore-s-dumbo-brooklyn-3?osq=Restaurants
62. Despaña Fine Foods & Tapas Cafe,https://www.yelp.com/biz/despa%C3%B1a-fine-foods-and-tapas-cafe-new-york-2?osq=Restaurants
63. Noodle Pudding,https://www.yelp.com/biz/noodle-pudding-brooklyn?osq=Restaurants
64. Vineapple,https://www.yelp.com/biz/vineapple-brooklyn-4?osq=Restaurants
65. Chi Restaurant & Bar,https://www.yelp.com/biz/chi-restaurant-and-bar-new-york?osq=Restaurants
66. Banter,https://www.yelp.com/biz/banter-new-york?osq=Restaurants
67. Piccola Cucina Osteria,https://www.yelp.com/biz/piccola-cucina-osteria-new-york-2?osq=Restaurants
68. Olea,https://www.yelp.com/biz/olea-brooklyn-2?osq=Restaurants
69. 5ive Spice,https://www.yelp.com/biz/5ive-spice-new-york-2?osq=Restaurants
70. Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york?osq=Restaurants
71. Park Avenue Tavern,https://www.yelp.com/biz/park-avenue-tavern-new-york?osq=Restaurants
72. Lucky Rabbit Noodles,https://www.yelp.com/biz/lucky-rabbit-noodles-brooklyn?osq=Restaurants
73. WarrenPeace,https://www.yelp.com/biz/warrenpeace-new-york?osq=Restaurants
74. The Ragtrader & Bo Peep Cocktail and Highball Store,https://www.yelp.com/biz/the-ragtrader-and-bo-peep-cocktail-and-highball-store-new-york-5?osq=Restaurants
75. Lil Chef Mama,https://www.yelp.com/biz/lil-chef-mama-new-york?osq=Restaurants
76. Pecking House,https://www.yelp.com/biz/pecking-house-brooklyn-2?osq=Restaurants
77. Nan Xiang Soup Dumplings - Koreatown,https://www.yelp.com/biz/nan-xiang-soup-dumplings-koreatown-new-york?osq=Restaurants
78. K’Far - Brooklyn,https://www.yelp.com/biz/kfar-brooklyn-brooklyn?osq=Restaurants
79. Jacob’s Pickles Time Out Market,https://www.yelp.com/biz/jacobs-pickles-time-out-market-brooklyn-2?osq=Restaurants
80. Emily,https://www.yelp.com/biz/emily-brooklyn-2?osq=Restaurants
81. Uncle Lou 快樂人,https://www.yelp.com/biz/uncle-lou-%E5%BF%AB%E6%A8%82%E4%BA%BA-new-york-3?osq=Restaurants
82. Thai Diner,https://www.yelp.com/biz/thai-diner-new-york?osq=Restaurants
83. Taboonette,https://www.yelp.com/biz/taboonette-new-york?osq=Restaurants
84. Cookshop,https://www.yelp.com/biz/cookshop-new-york?osq=Restaurants
85. Lucali,https://www.yelp.com/biz/lucali-brooklyn-3?osq=Restaurants
86. The Cabin NYC - Temp. CLOSED,https://www.yelp.com/biz/the-cabin-nyc-new-york-2?osq=Restaurants
87. Carnegie Diner,https://www.yelp.com/biz/carnegie-diner-new-york?osq=Restaurants
88. Kin Ramen,https://www.yelp.com/biz/kin-ramen-new-york?osq=Restaurants
89. Mom’s Kitchen & Bar,https://www.yelp.com/biz/moms-kitchen-and-bar-new-york?osq=Restaurants
90. Tabaré Williamsburg,https://www.yelp.com/biz/tabar%C3%A9-williamsburg-brooklyn-3?osq=Restaurants
Mama Mia 44 SW,https://www.yelp.com/adredir?ad_business_id=h4VCnZ2aZ33mdenS_ZI7jQ&campaign_id=fU9aCEMgqB2Lb6W_5pNwjw&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmama-mia-44-sw-new-york-2&request_id=8020dccb8c24e686&signature=36bdfae3000010a96b7434bc51b633c8281ef3417319ac32eb3561da058919d1&slot=1
91. Los Tacos No. 1,https://www.yelp.com/biz/los-tacos-no-1-new-york-5?osq=Restaurants
92. Kajiken,https://www.yelp.com/biz/kajiken-new-york?osq=Restaurants
93. Ampersand,https://www.yelp.com/biz/ampersand-new-york-2?osq=Restaurants
94. Tanner Smiths,https://www.yelp.com/biz/tanner-smiths-new-york-2?osq=Restaurants
95. Lowerline,https://www.yelp.com/biz/lowerline-brooklyn-2?osq=Restaurants
96. Tabaré Bushwick,https://www.yelp.com/biz/tabar%C3%A9-bushwick-brooklyn-5?osq=Restaurants
97. Butler,https://www.yelp.com/biz/butler-brooklyn-2?osq=Restaurants
98. Gelso & Grand,https://www.yelp.com/biz/gelso-and-grand-new-york?osq=Restaurants
99. Forma Pasta Factory,https://www.yelp.com/biz/forma-pasta-factory-brooklyn?osq=Restaurants
100. Schilling Restaurant & Bar,https://www.yelp.com/biz/schilling-restaurant-and-bar-new-york?osq=Restaurants
Mama Mia 44 SW,https://www.yelp.com/adredir?ad_business_id=h4VCnZ2aZ33mdenS_ZI7jQ&campaign_id=fU9aCEMgqB2Lb6W_5pNwjw&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmama-mia-44-sw-new-york-2&request_id=b7ca828bfadcb5ec&signature=d71e1b56bafe1b22616e4409c5b04a8b85969d86837926e9d2177ca943768171&slot=1
101. Russ & Daughters,https://www.yelp.com/biz/russ-and-daughters-new-york-9?osq=Restaurants
102. The Monkey King,https://www.yelp.com/biz/the-monkey-king-brooklyn-2?osq=Restaurants
103. Benemon,https://www.yelp.com/biz/benemon-new-york?osq=Restaurants
104. Taste of Heaven,https://www.yelp.com/biz/taste-of-heaven-brooklyn?osq=Restaurants
105. Ammazzacaffè,https://www.yelp.com/biz/ammazzacaff%C3%A8-brooklyn?osq=Restaurants
106. Luke’s Lobster Brooklyn Bridge Park,https://www.yelp.com/biz/lukes-lobster-brooklyn-bridge-park-brooklyn-2?osq=Restaurants
107. Din Soup Dumplings,https://www.yelp.com/biz/din-soup-dumplings-brooklyn?osq=Restaurants
108. Momofuku Noodle Bar - Uptown,https://www.yelp.com/biz/momofuku-noodle-bar-uptown-new-york?osq=Restaurants
109. Bánh by Lauren,https://www.yelp.com/biz/b%C3%A1nh-by-lauren-new-york-3?osq=Restaurants
110. Defonte’s,https://www.yelp.com/biz/defontes-brooklyn?osq=Restaurants
Mama Mia 44 SW,https://www.yelp.com/adredir?ad_business_id=h4VCnZ2aZ33mdenS_ZI7jQ&campaign_id=fU9aCEMgqB2Lb6W_5pNwjw&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmama-mia-44-sw-new-york-2&request_id=f0c55d005bb72f74&signature=ea4551f31d2088c3813f8bc22be2df56d25ff6d313bd1b7692f7bc3e19467f73&slot=1
111. Madame Vo,https://www.yelp.com/biz/madame-vo-new-york?osq=Restaurants
112. Buntopia,https://www.yelp.com/biz/buntopia-brooklyn?osq=Restaurants
113. Fresh Salt,https://www.yelp.com/biz/fresh-salt-new-york?osq=Restaurants
114. Pio Pio 8,https://www.yelp.com/biz/pio-pio-8-new-york-5?osq=Restaurants
115. Al Badawi,https://www.yelp.com/biz/al-badawi-brooklyn-2?osq=Restaurants
116. Java Indonesian Restaurant,https://www.yelp.com/biz/java-indonesian-restaurant-brooklyn?osq=Restaurants
117. Carla,https://www.yelp.com/biz/carla-new-york-2?osq=Restaurants
118. Popina,https://www.yelp.com/biz/popina-brooklyn?osq=Restaurants
119. Hole In The Wall - FiDi,https://www.yelp.com/biz/hole-in-the-wall-new-york-12?osq=Restaurants
120. Malii Gramercy,https://www.yelp.com/biz/malii-gramercy-new-york?osq=Restaurants
121. Trapizzino,https://www.yelp.com/biz/trapizzino-new-york?osq=Restaurants
122. La Contenta Les,https://www.yelp.com/biz/la-contenta-les-new-york?osq=Restaurants
123. Archer & Goat,https://www.yelp.com/biz/archer-and-goat-new-york?osq=Restaurants
124. Walter’s,https://www.yelp.com/biz/walters-brooklyn?osq=Restaurants
125. Up Thai,https://www.yelp.com/biz/up-thai-new-york?osq=Restaurants
126. Bea,https://www.yelp.com/biz/bea-new-york?osq=Restaurants
127. Charoen Krung Thai,https://www.yelp.com/biz/charoen-krung-thai-new-york?osq=Restaurants
128. Luke’s Lobster FiDi,https://www.yelp.com/biz/lukes-lobster-fidi-new-york?osq=Restaurants
129. Paesano of Mulberry Street,https://www.yelp.com/biz/paesano-of-mulberry-street-new-york?osq=Restaurants
130. Bread & Spread,https://www.yelp.com/biz/bread-and-spread-brooklyn-2?osq=Restaurants
131. Naked Dog,https://www.yelp.com/biz/naked-dog-brooklyn-2?osq=Restaurants
132. La Nacional,https://www.yelp.com/biz/la-nacional-new-york-6?osq=Restaurants
133. Usagi NY,https://www.yelp.com/biz/usagi-ny-dumbo-7?osq=Restaurants
134. Excuse My French,https://www.yelp.com/biz/excuse-my-french-new-york?osq=Restaurants
135. Petisco Brazuca,https://www.yelp.com/biz/petisco-brazuca-new-york?osq=Restaurants
136. Okdongsik,https://www.yelp.com/biz/okdongsik-new-york?osq=Restaurants
137. Nón Lá,https://www.yelp.com/biz/n%C3%B3n-l%C3%A1-new-york-10?osq=Restaurants
138. Dolly Varden,https://www.yelp.com/biz/dolly-varden-new-york-2?osq=Restaurants
139. Buvette,https://www.yelp.com/biz/buvette-new-york?osq=Restaurants
140. Chow House 德悦轩,https://www.yelp.com/biz/chow-house-%E5%BE%B7%E6%82%A6%E8%BD%A9-new-york?osq=Restaurants
141. Clinton St. Baking Company,https://www.yelp.com/biz/clinton-st-baking-company-brooklyn?osq=Restaurants
142. Omusubi Gonbei,https://www.yelp.com/biz/omusubi-gonbei-new-york-3?osq=Restaurants
143. Mayfield,https://www.yelp.com/biz/mayfield-brooklyn?osq=Restaurants
144. Little Ruby’s East Village,https://www.yelp.com/biz/rubys-cafe-east-village-new-york-2?osq=Restaurants
145. Dim Sum Palace,https://www.yelp.com/biz/dim-sum-palace-new-york-16?osq=Restaurants
146. JoJu,https://www.yelp.com/biz/joju-new-york-2?osq=Restaurants
147. Heidi’s House By The Side Of The Road,https://www.yelp.com/biz/heidis-house-by-the-side-of-the-road-new-york-2?osq=Restaurants
148. Cellar 335,https://www.yelp.com/biz/cellar-335-jersey-city?osq=Restaurants
149. Sweetwater Restaurant,https://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2?osq=Restaurants
150. While We Were Young,https://www.yelp.com/biz/while-we-were-young-new-york?osq=Restaurants
151. 1915 Lanzhou Hand Pulled Noodles,https://www.yelp.com/biz/1915-lanzhou-hand-pulled-noodles-new-york?osq=Restaurants
152. Red Hook Lobster Pound,https://www.yelp.com/biz/red-hook-lobster-pound-brooklyn?osq=Restaurants
153. Cho Dang Gol Korean Restaurant,https://www.yelp.com/biz/cho-dang-gol-korean-restaurant-new-york?osq=Restaurants
154. Berimbau Brazilian Kitchen - West Village,https://www.yelp.com/biz/berimbau-brazilian-kitchen-west-village-new-york?osq=Restaurants
155. Sammich Shop,https://www.yelp.com/biz/sammich-shop-brooklyn?osq=Restaurants
156. Rumba Cubana,https://www.yelp.com/biz/rumba-cubana-jersey-city?osq=Restaurants
157. Betty,https://www.yelp.com/biz/betty-new-york?osq=Restaurants
158. Salt + Charcoal,https://www.yelp.com/biz/salt-charcoal-brooklyn?osq=Restaurants
159. The Wilson,https://www.yelp.com/biz/the-wilson-nyc-new-york-2?osq=Restaurants
160. 5ive Spice,https://www.yelp.com/biz/5ive-spice-brooklyn-3?osq=Restaurants
161. Rucola,https://www.yelp.com/biz/rucola-brooklyn?osq=Restaurants
162. Westville,https://www.yelp.com/biz/westville-new-york-11?osq=Restaurants
163. Les Enfants de Boheme,https://www.yelp.com/biz/les-enfants-de-boheme-new-york?osq=Restaurants
164. Kame,https://www.yelp.com/biz/kame-new-york-2?osq=Restaurants
165. Stella’s,https://www.yelp.com/biz/stellas-brooklyn-2?osq=Restaurants
166. Okiboru House of Udon,https://www.yelp.com/biz/okiboru-house-of-udon-new-york-2?osq=Restaurants
167. Haswell Green’s,https://www.yelp.com/biz/haswell-greens-new-york-3?osq=Restaurants
168. White Maize,https://www.yelp.com/biz/white-maize-brooklyn?osq=Restaurants
169. Forma Pasta Factory,https://www.yelp.com/biz/forma-pasta-factory-brooklyn-3?osq=Restaurants
170. Gersi,https://www.yelp.com/biz/gersi-brooklyn?osq=Restaurants
171. House of Thai,https://www.yelp.com/biz/house-of-thai-long-island-city-4?osq=Restaurants
172. Roberta’s,https://www.yelp.com/biz/robertas-brooklyn-2?osq=Restaurants
173. Kaoru,https://www.yelp.com/biz/kaoru-new-york?osq=Restaurants
174. Casa Enrique,https://www.yelp.com/biz/casa-enrique-long-island-city?osq=Restaurants
175. Big Tiny,https://www.yelp.com/biz/big-tiny-brooklyn-4?osq=Restaurants
176. The Archer,https://www.yelp.com/biz/the-archer-jersey-city-2?osq=Restaurants
177. White Oak Tavern,https://www.yelp.com/biz/white-oak-tavern-new-york-2?osq=Restaurants
178. Alta Calidad,https://www.yelp.com/biz/alta-calidad-brooklyn?osq=Restaurants
179. Coppelia,https://www.yelp.com/biz/coppelia-new-york?osq=Restaurants
180. Lillo Cucina Italiana,https://www.yelp.com/biz/lillo-cucina-italiana-brooklyn?osq=Restaurants
181. L’Accolade,https://www.yelp.com/biz/l-accolade-new-york?osq=Restaurants
182. Baba’s Pierogies,https://www.yelp.com/biz/babas-pierogies-brooklyn?osq=Restaurants
183. Szechuan Mountain House,https://www.yelp.com/biz/szechuan-mountain-house-new-york-2?osq=Restaurants
184. The Smith,https://www.yelp.com/biz/the-smith-new-york-7?osq=Restaurants
185. Kopitiam,https://www.yelp.com/biz/kopitiam-new-york?osq=Restaurants
186. Jongro BBQ,https://www.yelp.com/biz/jongro-bbq-new-york-3?osq=Restaurants
187. Pretty Ricky’s,https://www.yelp.com/biz/pretty-ricky-s-new-york?osq=Restaurants
188. Rice & Miso,https://www.yelp.com/biz/rice-and-miso-brooklyn?osq=Restaurants
189. Trattoria Trecolori,https://www.yelp.com/biz/trattoria-trecolori-new-york?osq=Restaurants
190. Kiki’s,https://www.yelp.com/biz/kikis-new-york?osq=Restaurants
5ive Spice,https://www.yelp.com/adredir?ad_business_id=9fG8-RRh1rzuCKN2TmF-QQ&campaign_id=mM0m2DmUVF5iL6u021E3nA&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2F5ive-spice-new-york-2&request_id=8ddcf6fc43bbfbf1&signature=af3fc8d5cbfb0df6b455bdf8bc6b6204be2f1fce0035008916fea3e03bd0709e&slot=1
191. Alison,https://www.yelp.com/biz/alison-new-york?osq=Restaurants
192. Spiga,https://www.yelp.com/biz/spiga-new-york-2?osq=Restaurants
193. Friedmans,https://www.yelp.com/biz/friedmans-new-york-70?osq=Restaurants
194. Colonia Verde,https://www.yelp.com/biz/colonia-verde-brooklyn?osq=Restaurants
195. wagamama - midtown,https://www.yelp.com/biz/wagamama-midtown-new-york?osq=Restaurants
196. La Caridad 72,https://www.yelp.com/biz/la-caridad-72-new-york-2?osq=Restaurants
197. Junior’s Restaurant,https://www.yelp.com/biz/juniors-restaurant-new-york-9?osq=Restaurants
198. Maya Congee Cafe,https://www.yelp.com/biz/maya-congee-cafe-brooklyn-2?osq=Restaurants
199. Bengal Tiger,https://www.yelp.com/biz/bengal-tiger-new-york-3?osq=Restaurants
200. Montesacro Pinseria Brooklyn,https://www.yelp.com/biz/montesacro-pinseria-brooklyn-brooklyn?osq=Restaurants
201. Honey’s,https://www.yelp.com/biz/honeys-brooklyn?osq=Restaurants
202. Anything At All,https://www.yelp.com/biz/anything-at-all-new-york-2?osq=Restaurants
203. Hanoi House,https://www.yelp.com/biz/hanoi-house-new-york?osq=Restaurants
204. Go Nonna,https://www.yelp.com/biz/go-nonna-long-island-city-2?osq=Restaurants
205. Prince & I,https://www.yelp.com/biz/prince-and-i-jersey-city-5?osq=Restaurants
206. Woorijip,https://www.yelp.com/biz/woorijip-new-york-2?osq=Restaurants
207. Silver Rice,https://www.yelp.com/biz/silver-rice-brooklyn?osq=Restaurants
208. Valla Table,https://www.yelp.com/biz/valla-table-new-york?osq=Restaurants
209. Little Ruby’s Cafe - Soho,https://www.yelp.com/biz/little-rubys-cafe-soho-new-york?osq=Restaurants
210. Bunnan,https://www.yelp.com/biz/bunnan-brooklyn?osq=Restaurants
211. Chef Katsu Brooklyn,https://www.yelp.com/biz/chef-katsu-brooklyn-brooklyn?osq=Restaurants
212. Parla,https://www.yelp.com/biz/parla-new-york?osq=Restaurants
213. 1803 Nyc,https://www.yelp.com/biz/1803-nyc-new-york?osq=Restaurants
214. The Paris Cafe - Temp. CLOSED,https://www.yelp.com/biz/the-paris-cafe-new-york?osq=Restaurants
215. Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york-2?osq=Restaurants
216. Cafe Mogador,https://www.yelp.com/biz/cafe-mogador-new-york?osq=Restaurants
217. Norma,https://www.yelp.com/biz/norma-new-york-5?osq=Restaurants
218. Hey Yuet,https://www.yelp.com/biz/hey-yuet-new-york?osq=Restaurants
219. Simply Noodles,https://www.yelp.com/biz/simply-noodles-new-york?osq=Restaurants
220. Santa Panza,https://www.yelp.com/biz/santa-panza-brooklyn?osq=Restaurants
Mama Mia 44 SW,https://www.yelp.com/adredir?ad_business_id=h4VCnZ2aZ33mdenS_ZI7jQ&campaign_id=fU9aCEMgqB2Lb6W_5pNwjw&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmama-mia-44-sw-new-york-2&request_id=7d0f3fff8b9b3b25&signature=96f65571ad8ef85273e34feab86f228035aaca20c5e4220b3244a48f64913141&slot=1
221. The Ellington,https://www.yelp.com/biz/the-ellington-new-york-4?osq=Restaurants
222. ICHIRAN - Times Square,https://www.yelp.com/biz/ichiran-times-square-new-york-4?osq=Restaurants
223. Lillie’s Victorian Establishment,https://www.yelp.com/biz/lillies-victorian-establishment-new-york-2?osq=Restaurants
224. Sally’s,https://www.yelp.com/biz/sally-s-brooklyn-2?osq=Restaurants
225. Ras Plant Based,https://www.yelp.com/biz/ras-plant-based-brooklyn?osq=Restaurants
226. MEXiCUE,https://www.yelp.com/biz/mexicue-new-york-6?osq=Restaurants
227. Clinton Street Baking Company,https://www.yelp.com/biz/clinton-street-baking-company-new-york-5?osq=Restaurants
228. Hama Japanese Cuisine,https://www.yelp.com/biz/hama-japanese-cuisine-new-york?osq=Restaurants
229. S&P,https://www.yelp.com/biz/s-and-p-new-york?osq=Restaurants
230. Westville,https://www.yelp.com/biz/westville-new-york-12?osq=Restaurants
231. Mercado Little Spain,https://www.yelp.com/biz/mercado-little-spain-new-york?osq=Restaurants
232. Nyonya,https://www.yelp.com/biz/nyonya-new-york?osq=Restaurants
233. The Brooklyn Tree,https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2?osq=Restaurants
234. The Jin,https://www.yelp.com/biz/the-jin-new-york?osq=Restaurants
235. Julia’s,https://www.yelp.com/biz/julias-ridgewood?osq=Restaurants
236. Tasty Hand - Pulled Noodles,https://www.yelp.com/biz/tasty-hand-pulled-noodles-new-york?osq=Restaurants
237. LĒNA,https://www.yelp.com/biz/l%C4%93na-new-york-8?osq=Restaurants
238. Peaches HotHouse,https://www.yelp.com/biz/peaches-hothouse-brooklyn?osq=Restaurants
239. Hao Noodle Chelsea,https://www.yelp.com/biz/hao-noodle-chelsea-new-york-7?osq=Restaurants
240. Ops,https://www.yelp.com/biz/ops-brooklyn?osq=Restaurants
